FILENAME,BATCH,QC_TYPE,CE 14:0,CE 15:0,CE 16:2,CE 16:1,CE 16:0,CE 17:1,CE 17:0,CE 18:3,CE 18:2,CE 18:1,CE 18:0,CE 18:1 d7 (ISTD),CE 20:5,CE 20:4,CE 20:3,CE 20:2,CE 20:1,CE 22:6,CE 22:5,CE 22:4,CE 22:1,CE 22:0,CE 24:6,CE 24:5,CE 24:4,CE 24:1,CE 24:0,Cer d18:1/12:0 (ISTD) [M-H20>264],Cer d18:1/12:0 (ISTD),Cer d18:2/16:0,Cer d18:1/16:0,Cer d18:1/17:0,Cer d18:1/18:0,Cer d18:1/20:0,Cer d18:2/22:0,Cer d18:1/22:0,Cer d18:1/25:0 (ISTD) [M-H20>264],Cer d18:2/24:1,Cer d18:1/24:1,Cer d18:1/24:0,Cer d18:1/25:0 (ISTD),Cer d18:1/26:0,Cer d18:0/16:0,Cer d18:0/18:0,Cer d18:0/20:0,Cer d18:0/22:0,Cer d18:0/24:1,Cer d18:0/24:0,DG 14:0_16:1 [-16:1],DG 14:0_16:1 [-14:0],DG 14:0_16:0 [-16:0],DG 14:0_16:0 [-14:0],DG 14:0_18:2 [-18:2],DG 16:1_16:1 [-16:1],DG 14:0_18:2 [-14:0],DG 14:0_18:1 [-18:1],DG 16:0_16:1 [-16:0],DG 16:0_16:1 [-16:1],DG 14:0_18:1 [-14:0],DG 14:0_18:0 [-18:0],DG 16:0_16:0 [-16:0],DG 14:0_18:0 [-14:0],DG 15:0_18:1 d7 (ISTD) [-18:1],DG 16:1_18:1 [-18:1],DG 16:0_18:2 [-18:2],DG 16:0_18:2 [-16:0],DG 16:1_18:1 [-16:1],DG 14:1_20:0 [-20:0],DG 16:1_18:0 [-18:0],DG 16:0_18:1 [-18:1],DG 16:0_18:1 [-16:0],DG 16:0_18:0 [-18:0],DG 16:0_18:0 [-16:0],DG 16:0_20:4 [-20:4],DG 18:2_18:2 [-18:2],DG 18:1_18:3 [-18:3],DG 16:0_20:3 [-20:3],DG 18:1_18:2 [-18:1],DG 18:1_18:2 [-18:2],DG 18:0_18:2 [-18:0],DG 18:1_18:1 [-18:1],DG 18:0_18:2 [-18:2],DG 18:0_18:1 [-18:0],DG 18:0_18:1 [-18:1],DG 18:0_18:0 [-18:0],DG 16:0_20:0 [-16:0],DG 16:0_22:6 [-22:6],DG 18:2_20:4 [-20:4],DG 16:0_22:5 [-22:5],DG 18:2_20:3 [-20:3],DG 18:1_20:4 [-20:4],DG 18:1_20:4 [-18:1],DG 18:1_20:3 [-20:3],DG 18:0_20:4 [-20:4],DG 18:1_20:0 [-18:1],Hex2Cer d18:1/12:0 (ISTD),GM3 d18:1/16:0 [264],GM3 d18:1/18:0 [264],GM3 d18:1/20:0 [264],GM3 d18:1/22:0 [264],GM3 d18:1/24:1 [264],GM3 d18:1/24:0 [264],Hex2Cer d18:1/12:0 (ISTD) [M-H20 > 264],Hex2Cer d18:1/12:0 (ISTD) [282],Hex2Cer d18:1/16:0 [264],Hex2Cer d18:1/18:0 [264],Hex2Cer d18:1/20:0 [264],Hex2Cer d18:1/22:0 [264],Hex2Cer d18:1/24:1 [264],Hex2Cer d18:1/24:0 [264],Hex3Cer d18:1/16:0 [264],Hex3Cer d18:1/18:0 [264],Hex3Cer d18:1/20:0 [264],Hex3Cer d18:1/22:0 [264],Hex3Cer d18:1/24:1 [264],Hex3Cer d18:1/24:0 [264],HexCer d18:1/12:0 (ISTD) [M-H2O > 264],HexCer d18:1/12:0 (ISTD) [264],HexCer d18:1/12:0 (ISTD) [282],HexCer d18:1/16:0 [264],HexCer d18:1/18:0 [264],HexCer d18:1/20:0 [264],HexCer d18:1/22:0 [264],HexCer d18:1/24:1 [264],HexCer d18:1/24:0 [264],LPC 14:0,LPC 15:0,LPC O-16:0,LPC 16:1,LPC 16:0,LPC O-18:1,LPC 17:1,LPC O-18:0,LPC 17:0,LPC 18:3,LPC 18:2,LPC 18:1,LPC 18:0,LPC 18:1 d7 (ISTD),LPC O-20:0,LPC 20:5,LPC 20:4,LPC 20:3,LPC 20:2,LPC 20:1,LPC 20:0,LPC O-22:1,LPC O-22:0,LPC 22:6,LPC 22:5,LPC 22:1,LPC 22:0,LPC O-24:2,LPC O-24:1,LPC O-24:0,LPC 24:0,LPC 26:0,LPE 16:0,LPE 18:2,LPE 18:1,LPE 18:0,LPE 18:1 d7 (ISTD),LPE 20:4,LPE 22:6,LPI 18:2,LPI 18:1,LPI 18:0,LPI 20:4,PC 28:0,PC 29:0,PC 30:0,PC 31:1,PC 32:3,PC 32:2,PC 32:1,PC 32:0,PC 33:2,PC 33:1,PC 33:0,PC 34:5,PC 33:1 d7 (ISTD),PC 34:4,PC 34:3,PC 34:2,PC 34:1,PC 34:0,PC 35:3,PC 35:2,PC 35:1,PC 36:6,PC 36:5,PC 36:4,PC 36:3,PC 36:2,PC 36:1,PC 38:7,PC 38:6,PC 38:5,PC 38:4,PC 38:3,PC 38:2,PC 40:8,PC 40:7,PC 40:6,PC 40:5,PC 40:4,PC O-32:2,PC O-32:1,PC O-32:0,PC O-34:4,PC O-34:2,PC O-34:1,PC O-36:4,PC O-36:3,PC O-36:2,PC O-36:1,PC O-38:5,PC O-38:4,PC O-40:7,PC O-40:6,PC O-40:5,PC P-32:1,PC P-32:0,PC P-34:2,PC P-34:1,PC P-36:5,PC P-36:4,PC P-36:2,PC P-38:6,PC P-38:5,PC P-38:4,PC P-40:6,PE 28:0 [141],PE 32:1 [141],PE 32:0 [141],PE 33:1 d7 (ISTD),PE 34:3 [141],PE 34:2 [141],PE 34:1 [141],PE 36:5 [141],PE 36:4 [141],PE 36:3 [141],PE 36:2 [141],PE 36:1 [141],PE 38:6 [141],PE 38:5 [141],PE 38:4 [141],PE 40:7 [141],PE 40:6 [141],PE 40:5 [141],PE 40:4 [141],PE O-34:2 [141],PE O-34:1 [141],PE O-36:6 [141],PE O-36:5 [141],PE O-36:4 [141],PE O-36:3 [141],PE O-36:2 [141],PE O-38:5 [141],PE O-38:4 [141],PE O-40:7 [141],PE O-40:6 [141],PE O-40:5 [141],PE P-16:0/18:2 [-FA],PE P-16:0/18:2 [-FA-HG],PE P-16:0/18:1 [-FA],PE P-16:0/18:1 [-FA-HG],PE P-34:1 [141],PE P-16:0/20:4 [-FA],PE P-16:0/20:4 [-FA-HG],PE P-36:4 [141],PE P-18:0/18:2 [-FA],PE P-18:0/18:2 [-FA-HG],PE P-36:2 [141],PE P-18:0/18:1 [-FA],PE P-18:0/18:1 [-FA-HG],PE P-36:1 [141],PE P-16:0/22:6 [-FA-HG],PE P-16:0/22:6 [-FA],PE P-16:0/22:5 [-FA-HG],PE P-16:0/22:5 [-FA],PE P-18:0/20:4 [-FA],PE P-18:0/20:4 [-FA-HG],PE P-38:4 [141],PE P-18:0/22:6 [-FA],PE P-18:0/22:6 [-FA-HG],PE P-40:6 [141],PE P-18:0/22:5 [-FA],PE P-18:0/22:5 [-FA-HG],PE P-40:5 [141],PE P-20:0/20:4 [-FA],PE P-20:0/20:4 [-FA-HG],PE P-40:4 [141],PG 33:1 d7 (ISTD),PG 34:1,PG 36:2,PG 36:1,PI 32:1,PI 32:0,PI 33:1 d7 (ISTD),PI 34:2,PI 34:1,PI 34:0,PI 36:4,PI 36:3,PI 36:2,PI 36:1,PI 38:6,PI 38:5,PI 38:4,PI 38:3,PI 38:2,PI 40:6,PI 40:5,PI 40:4,PS 33:1 d7 (ISTD),PS 34:2,PS 34:1,PS 36:2,PS 36:1,PS 38:5,PS 38:4,PS 38:3,PS 40:6,PS 40:5,SM 30:1 (ISTD),SM 31:1,SM 32:2,SM 32:1,SM 32:0,SM 33:1,SM 34:3,SM 34:2,SM 34:1,SM 34:0,SM 35:2,SM 35:1,SM 36:3,SM 36:2,SM 36:1,SM 36:2 d9 (ISTD),SM 38:3,SM 38:2,SM 38:1,SM 39:1,SM 40:3,SM 40:2,SM 40:1,SM 41:1,SM 42:3,SM 42:2,SM 42:1,SM 43:1,SM 44:1,SM 44:2,TG 48:3 [SIM],TG 48:3 [-18:2],TG 48:3 [-16:1],TG 48:2 [SIM],TG 48:2 [-18:1],TG 48:2 [-16:0],TG 48:2 [-16:1],TG 48:2 [-14:1],TG 48:1 [-18:1],TG 48:1 [SIM],TG 48:0 [-16:0],TG 48:0 [SIM],TG 48:1 d7 (ISTD) [-15:0],TG 48:1 d7 (ISTD) [SIM],TG 49:1 [-18:1],TG 49:1 [-16:0],TG 49:1 [-15:0],TG 49:1 [SIM],TG 50:4 [SIM],TG 50:4 [-14:0],TG 50:3 [-18:1],TG 50:3 [-16:1],TG 50:3 [-14:1],TG 50:3 [SIM],TG 50:2 [-18:0],TG 50:2 [-18:1],TG 50:2 [-18:2],TG 50:2 [SIM],TG 50:1 [-18:1],TG 50:1 [-14:0],TG 50:1 [SIM],TG 50:0 [-18:0],TG 50:0 [SIM],TG 51:2 [-18:1],TG 51:2 [-16:0],TG 51:2 [-15:0],TG 51:2 [SIM],TG 51:1 [-18:1],TG 51:1 [SIM],TG 51:0 (ISTD) [-17:0],TG 51:0 [-16:0],TG 52:4 [-18:1],TG 52:4 [-16:0],TG 52:4 [SIM],TG 52:3 [-18:2],TG 52:3 [-16:1],TG 52:3 [SIM],TG 52:2 [-16:0],TG 52:2 [SIM],TG 52:1 [-18:0],TG 52:1 [SIM],TG 53:2 [-17:0],TG 53:2 [SIM],TG 54:6 [SIM],TG 54:6 [-18:2],TG 54:5 [SIM],TG 54:5 [-18:1],TG 54:4 [-18:0],TG 54:4 [SIM],TG 54:4 [-18:2],TG 54:3 [SIM],TG 54:3 [-18:1],TG 54:2 [-18:0],TG 54:2 [SIM],TG 54:1 [SIM],TG 54:1 [-18:1],TG 54:0 [-18:0],TG 54:0 [SIM],TG 56:8 [-20:4],TG 56:8 [SIM],TG 56:6 [SIM],TG 56:6 [-20:4],TG 58:8 [-22:6],TG 58:8 [SIM]
BLANK-01 (Eluent A).mzML,B_1,SBLK,181.4682735,208.5971317,56.40338811,584.1188153,1806.273528,275.8944519,168.8394519,401.0127874,15013.66961,3149.042398,594.5050386,762.7247933,255.0851938,5403.287721,690.717292,71.77026758,147.2150156,1894.429982,367.2239185,191.2080729,266.3590179,324.2538691,161.6226093,59.86864217,56.92905037,347.8878284,817.9977765,1749.703614,1297.94263,419.5033075,13088.14812,3325.334136,7122.723807,3503.357965,231.9925358,7496.789317,2544.8006,131.1612782,5954.893246,20457.38634,4679.97636,6125.508705,12494.52024,17594.48862,9498.294623,18680.80443,15766.0892,19514.53696,5014.099555,885.7077237,4711.52719,3754.6503,1975.57734,12861.83864,26.07145427,5870.839153,6339.376086,11659.40302,2952.558402,1483.204168,32876.7698,963.1102813,189.5304736,13070.69375,8053.762784,3927.709031,14999.17236,19179.80396,527.5251793,43526.16936,33504.55207,16112.00878,16976.97404,329.2892901,6909.731176,2675.214927,615.6117299,13312.7211,17207.07163,2227.056334,108982.6159,2332.930692,4687.476645,6117.984531,14297.92219,500.6882603,804.1606812,192.1545649,659.392058,250.8170223,121.0449816,52.74021064,570.8618753,295.0808614,2342.72343,243.6507489,2.048087595,6.421251432,9.289535584,10.72255979,11.95868917,3.721824091,54.96609015,73.04413877,378.6951071,20.85341716,2.715162265,35.6581521,43.61206379,62.363987,3.697380218,4.098048843,5.641379557,3.450318387,44.14080722,79.16384275,327.4498751,548.3223615,191.8617736,292.6072255,16.6074163,218.5040358,358.5193749,81.00698948,720.029717,128.1424617,120.9349074,414.2484982,713.6277683,9503.582197,217.6807839,192.3023106,270.7280082,587.2450671,133.0192979,8070.586194,13102.19965,6702.070944,1136.579589,168.201296,97.60674506,1871.177449,661.9203407,238.1715061,175.6737894,421.3295951,76.6275818,241.5991023,480.9772891,90.12980773,107.1601636,242.0980563,54.40683234,92.79881659,297.3677818,670.6948896,568.1133251,1025.980188,104.8152605,1692.489534,148.8883814,51.45021262,53.17513729,89.72942361,35.77820498,76.03014872,148.1176233,34.7424723,29735.4289,762.9068521,3903.556155,506.4526565,526.0231732,7735.637047,108981.8969,25986.66522,2470.772688,11241.80249,962.3800282,532.3881143,5084.798109,8298.03727,13516.24016,892350.3582,266369.0827,35470.41164,546.9418225,22549.69311,15271.36362,392.8328626,2460.792353,34153.70825,51246.66913,1114176.182,46296.63207,783.7686548,15771.04101,9186.326115,16626.15979,5717.919035,7177.610602,127.7183183,160.1413918,4586.667847,847.2037392,242.4452559,227.9508856,546.3273539,2547.937906,604.6522263,1660.934361,2336.145881,2556.45592,1138.722724,1460.240473,1589.815245,2547.636388,2778.269356,1940.980615,712.1444526,285.5752433,1.007663011,393.9528897,1805.553759,1365.788017,93.3424148,1574.592454,365.3085989,135.6317932,2516.763262,505.7287135,308.5145644,6343.013808,1266091.682,66756.92493,568.0159296,8753.738763,985466.62,547317.7958,149.1181265,1408.176932,9331.570649,568961.046,16630.66408,1060.569483,173.6971415,3462.466819,3.021741788,464.6304809,218.1605644,110.9858396,1917.199383,27718.38226,259.2243628,107.6439892,7281.379201,235.0604914,5413.764817,3459.625336,239.6556148,41.93031602,351.3011329,85.78136952,20.08406026,224.0272388,264.3260431,156.4258385,438.3917923,399.0779358,420.2273336,66.86430179,241.2571441,39.0647483,307.2911903,138.0872684,172.3813733,8414.51189,4.417133622,3.265212811,83.53316273,143.5340239,944.3092665,777.6597219,159.2970254,5.573504938,230.0036592,68.1139807,200.8008867,98.23391615,351.3011329,279.4505595,106.1471448,0.11933213,87.44999223,198370.4344,353005.59,15346.32341,554.5419962,6.468648238,51.61221907,1644.234965,1659.148543,32.6332259,411.8860229,308.172069,1225.693414,1360.373163,80.58511583,65.40751627,2094.985418,226.9089898,0.705618025,0.666222489,115.5053512,19.89282492,787.657852,1262.772212,113.2372395,604.6625368,2906.921328,1099.770982,2897.155487,744.0113482,228.5177616,116.8505565,2939.977598,97.34319406,242.5581793,2210.987076,150.8100671,2210.431769,62.06838865,4859.02601,44942.43345,4382.855869,275.5287921,1540.580349,68.66049047,2200.985266,6158.747883,808.0747852,2298.867464,11453.19195,8045.37503,2584.676264,20884.6359,39026.98498,1044137.569,6300.058791,5218.039881,17605.69631,11569.62405,658.2316722,343.6961518,53.430637,156875.8087,15368.74786,89398.61318,721830.2489,94163.35002,120768.2846,363764.1079,38199.76219,323431.0831,1255157.627,715817.5921,715236.7476,2353.323913,241289.7197,133052.6638,174713.7597,97511.97299,613746.4294,39912.30788,1624.139273,68620.04691,162240.9992,7589.75703,455274.2979,16256.38744,418445.5862,62660.18753,1502815.717,1078052.847,41182.79571,3008377.956,174769.0629,478957.659,124000.0281,41965.34142,14256.268,357198.3592,105166.4147,497239.8344,23651.01811,23111.13384,19945.05948,27762.54828,266056.3994,111695.5194,86524.05532,855358.8755,368646.9584,1983010.166,667001.7763,1910870.777,15125.22828,280520.1594,142554.582,37334.95323,333003.9426,49156.55725,16504.87032,686793.3128,26918.52607,1075526.434,446894.0538,188747.6353,688338.2415,453975.1752,74766.83586,185117.9345,340380.6117,312.8721629,48847.51512,308165.1228,638.5294287,239.4708888,4306.42744
B-ISTD 01 Extr.mzML,B_1,PBLK,47.33668271,54.56039316,0.568113138,143.0343269,440.0967651,96.85926113,19.4011184,123.2528465,2533.531451,813.1573799,186.1689048,440363.8904,257.1410626,1166.259431,118.1512613,47.26420513,41.4421018,705.0901126,77.87685502,82.44199715,92.93781051,112.2020063,0.043477097,119.1869503,115.2157975,78.02099293,141.8265931,2749612.368,2410627.127,3.806195136,945.763373,287.8316718,1358.005905,616.6928177,107.6025432,914.4073216,496591.3,67.30995408,468.4462609,11115.66163,934345.3701,2222.855884,816.7144714,2831.297452,1798.284081,1521.867662,7244.875927,2823.327793,772.9991703,87.29647282,238.5333672,626.7368306,221.3262953,977.8521272,2.962824283,114.712841,239.4820395,983.0706466,174.7449538,88.00211686,3191.951328,225.3520078,13734.02108,1298.815945,679.1016392,232.2453513,682.9459876,111777.837,90.23459861,2706.505273,1234.365903,2038.581447,1932.546287,1.243407711,510.0313107,278.5446028,114.858938,1056.183568,1042.65526,145.5117202,6892.140752,171.636705,413.5335215,581.9798818,1976.180874,87.58382836,197.5390072,39.50092898,187.9347677,1.269491641,1.198792188,24.31621298,128.1479784,71.81143199,455.2052514,486061.5999,2.695097747,5.020499694,94.88126033,3.057961475,7.405708128,73.84045693,39202.42415,39360.1002,84.89543012,2.810897406,2.113795285,2.244240252,4.582344826,2.083277015,1.674353436,0.349923481,5.718698796,18.4082412,2.248257261,1.262069191,323275.4765,1352863.482,93275.37227,4.576375437,5.44884391,111.5744443,124.2810448,30.40990135,231.4991111,126.2806405,7359.889739,390.9770303,1027.899554,16322.46281,200.49103,194.5718487,231.3939179,472.510522,194.5342993,9613.735143,14286.80247,5584.147558,3449393.153,120.2735496,94.5886471,1959.620736,538.7607115,175.5670192,86.03530081,317.406628,41.623036,38.15786729,468.1678526,81.00362459,29.18150482,75.09948564,17.07719988,36.60835815,80.43229187,160.2800501,17599.85418,1201.642448,121.68462,1273.732301,299.0419793,126010.3746,72.00896321,49.31873462,21.15581684,14.86206288,42.59253344,13.35559614,5460.76008,50.91511114,3816.140197,311.3948865,126.9740728,903.674347,13837.6874,4792.711323,575.6778211,1873.414874,327.4182641,1160756.477,4556050.033,6310222.121,3269.47166,273533.0806,50046.41032,2599.639927,135.0960107,2498.108184,1928.479846,338.1565063,3060.906587,51960.57092,19683.348,136844.7293,9309.183016,269.4784907,16891.42557,9638.077154,8820.328498,3240.777354,1417.561674,147.1322086,986.5682889,2690.323318,1054.657256,456.2651334,5.519041704,102.2462417,665.4798231,487920.1483,1328.091803,622.6528314,7539.687912,265.2906744,805.9357947,844.1699272,1481.741233,523.9634899,722.9607702,576.0685072,154.2082109,96.69329679,510.7575841,1051.040474,319.994738,255.0082889,6752.180477,410.6915521,523.1816795,1599.978468,967.4662687,2.425094365,1071.781603,117167.8168,8338.732597,60090.23707,2637.214322,92959.6907,37284.77885,14.58165396,565.6605538,438.3700592,55548.20975,3003.102341,1845.337359,248.6496608,249.332417,4.127933811,385.1471611,9.782733846,112.653489,489.8406023,30556.27006,330.2037657,1.592672697,1013.588875,6.554680662,6844.082564,395.8357708,282.486037,40.64512764,31.36147086,52.07366662,2.809259556,2.65130625,2.818101125,92.91067203,609.3287996,86.76115236,271.6262577,309.6240661,122.409008,108.4714832,0.569579081,138.6259645,54.96462967,2968.854069,97.88121667,90.27040794,55.28186879,266.4543427,90.97264092,332.702703,318.2868383,116.7015778,2.46674443,0.931186879,742.0827304,2.997613226,31.36147086,38.01476625,19.53023708,3.350087679,94769.92523,26780.27133,79986.66657,1059.443191,99.65333248,2.990443094,31707.73812,530.7358096,52.00028599,1.371575107,45.01082446,5.821031049,331.7589863,212.2486125,52.81669788,53.56078086,490.0180066,47.43829187,5.375604963,77.64016297,49.19312522,5.28045938,29265.18094,204.5521357,904.3297375,244.3303282,107.1678931,125.7233595,174.2980874,3.550120486,23.45530172,2.683525207,3985547.632,797.3001611,109.6113171,4196.495553,219.2748703,839.541934,89.33272081,2907.829334,21757.5436,3860.1337,11.55425804,1015.118122,621.627887,3074.897719,4027.480365,804838.7505,3083395.692,3082.193954,4435.402477,1036.56452,32039.5029,11644.73222,112671.3906,2301.401972,4177.404314,9421.131944,4140.436816,163.4744028,46.36517573,1.177232713,29991.8413,2302.153919,13881.57007,106850.4957,14782.33175,15267.79728,44921.36974,5644.137483,39614.72523,187471.9056,86610.36054,83632.21251,2190562.547,2700993.745,16095.74288,28176.66175,11124.94085,235652.8975,5407.727476,573.9115503,10305.3394,24096.54391,754.3520751,44391.88485,2612.909023,65297.67136,10769.82331,202850.5652,143532.7998,6581.395569,760735.5164,28347.13264,113200.0206,13442.55843,4786.147006,1708.820404,64256.70129,16101.20838,75085.14599,3840.237745,7288.829448,4067.480981,6276.833789,304777.3485,19454.89438,10314.5406,176710.0351,68890.80554,303583.22,92415.53586,332123.6895,2330.335488,46233.96434,20293.35118,5808.207219,201962.4097,8273.104867,2190.448901,1486700.581,4031.808072,141208.7963,66562.51346,32839.24222,141511.0485,67819.83722,11792.28991,38698.00441,68351.8316,35.01584005,8720.705478,49109.89684,290.8639676,213.0995334,2249.682259
Un-ISTD 01 Unextr.mzML,B_1,UBLK,63.14154036,99.00588354,38.5974298,121.7854603,353.5278483,28.29392752,37.85276635,1.688507789,232.9127377,328.7208531,207.9348249,562388.4809,52.68899173,249.0299679,84.01535139,65.5189484,39.11593916,208.9672595,15.13582843,115.0934595,61.5344654,52.31807034,1.76686508,178.2018545,2.670084071,58.75985154,171.5359485,3478487.003,2993235.93,3.373598063,1177.924337,173.7909902,1759.379242,556.1598011,22.94252111,832.3773376,779016.3277,79.68948153,456.9198435,15298.11861,1161949.804,3057.286796,756.9255268,1603.900955,1401.978219,2160.861922,8772.134763,2615.132886,139.8990862,44.02147478,605.1787715,223.7362221,193.7617544,1293.675004,1.538428675,541.966159,166.5914246,1165.317018,373.4287979,104.7996035,2085.361992,130.6211866,17357.04626,2207.986023,799.255606,438.4710776,1652.868436,72722.55955,165.092795,2695.571972,2357.284091,2281.401229,2368.713734,61.52389482,389.8907297,259.3899567,34.58048741,719.0991451,829.9662697,213.061493,6157.713276,228.0073581,414.1903223,626.1234119,1893.157289,232.2085534,90.16211225,4.876433596,1.238565727,5.515266131,83.25133967,1.633011581,100.8446035,45.78665917,245.3261291,663251.5315,0.28824313,5.028492702,2.294072729,4.37971303,6.367610339,2.119115082,52137.52053,52671.96016,4.106565957,4.592076738,2.803412801,3.120557446,3.795627843,1.051419264,2.807771642,1.7666043,3.265366656,3.2713252,5.242713988,1.453998298,453681.7187,1783089.75,112653.1641,3.357116711,85.3054625,118.6337451,101.6760916,41.6829767,39.92379591,92.45067162,8828.730935,249.8710713,1061.672148,7489.911527,157.6357224,291.2579158,197.4565349,503.1669294,243.4968198,6866.03031,10870.30648,3975.752431,4688920.18,101.7733142,59.49189482,1089.295329,187.4946337,124.6564149,25.56704751,231.4616969,15.91310792,49.5324119,255.9294499,59.47496662,19.91957606,189.432847,17.71436072,81.78125798,82.75977425,27.46916575,25941.50497,1853.866534,152.9213825,2293.225356,150.0612499,151168.45,68.72198117,53.22076301,32.35424289,22.93503438,22.33406724,11.9441009,4402.400682,442.5416328,3993.874626,59.46096488,74.93934816,624.5211664,11316.50788,1836.72744,472.4828567,1108.164558,278.7552384,1686381.128,6035373.151,6866639.781,2074.112354,162120.9426,20840.86214,4688.703057,327.983292,2465.234511,1465.550455,33.05945502,173.1119293,6500.426,5258.417896,85140.51135,4917.049973,236.8340167,2001.295396,1289.132176,4701.004292,973.5336342,597.5829291,3.320715957,158.0652111,211.2423668,203.2685916,26.2577906,74.23514715,67.6400275,342.4256486,494241.8686,122.5339636,233.3580113,11833.35099,906.9287886,610.0003405,616.3651283,1.216412825,4.729302422,24.37632326,48.87326127,154.0455006,1.540670557,1.06199346,123.3842835,242.8558638,135.2432472,8918.262578,2.681556282,78.47136118,131.3737183,102.68033,227.8264329,766.1225188,122526.2165,9330.310005,69718.17309,1415.142624,92058.36513,41329.46805,45.52512292,399.3127556,768.1576046,53999.61539,1696.915537,311.1486821,41.35839724,173.4450869,2.187927166,4.67123294,3.506902445,1.215399757,706.6631112,24793.20717,252.9389171,34.85835505,244.2311117,160.6298196,5356.072345,89.52199605,126.8008791,0.770037293,0.767188781,4.527452639,108.0244308,3.147801654,1.180690273,5.394906669,472.344745,4.367161145,1.764852539,2.751376407,50.45125287,2.315904805,151.3402023,2.467897069,1.30265673,9307.315315,2.502732569,5.093133529,81.25715092,47.37032746,30.98034746,2.780362471,75.26820159,1.37564265,43.57025593,0.530470234,159.6810119,4.601628541,0.767188781,100.8427717,2.194186976,6.43358918,99894.7615,32809.84074,90222.89271,473.1913724,44.16465757,5.724744628,45685.30272,441.8046705,295.068032,1.615112719,9.997289426,3.138235551,314.8034567,46.66518019,2.183031475,1.057398407,284.5467083,182.1347735,2.066656268,2.078623782,5.134778818,3.45627528,26805.82177,142.5677687,1121.976884,601.5242953,2.37127225,85.28710017,234.7582203,4.886670507,8.283941038,1.477577462,5270440.98,1153.392649,45.27119968,2851.868201,39.86777048,234.737661,29.94680629,546.6174322,5468.166782,1481.863161,248.5259354,130.6625853,958.8199001,582.7926768,753.1061562,951476.054,3035059.429,1561.15434,2885.615059,534.6241803,7220.286726,2755.29904,97771.58542,1093.018562,660.5330509,1672.12684,940.3204287,17.88015381,52.32117378,1.605772307,26369.83664,2708.948122,13735.54485,99895.86078,15392.63751,17694.6458,51677.16755,4943.989197,33804.44383,177398.904,79619.00493,94140.92808,2481636.532,3347086.733,15788.66403,26807.06202,10402.759,203364.8463,9256.878811,425.0289362,7826.180008,20858.87339,1196.444198,25826.91113,2607.349685,54957.11434,8310.63857,198591.7148,126891.8832,6941.309399,1118916.97,29132.14941,112234.2456,15312.95862,4179.534819,1898.491361,59070.33935,15541.21372,84752.88657,4787.244111,5128.742874,2080.075692,3711.344872,312674.9435,11391.74495,11475.93867,107299.08,57950.4285,280573.4159,96611.8481,308674.0155,1969.504755,45815.23311,40066.54846,5723.846969,223223.7065,6952.428545,2215.452542,1619360.569,4468.296244,135724.6699,70114.26595,28164.82025,120714.4568,60884.90477,8734.299331,25455.17022,52946.64423,55.55748194,1143.589378,7462.364771,145.86931,62.35589051,860.5880857
